Ensembl gene ID	Previous symbol	Alias symbol	Approved symbol
ENSG00000185607			ACTBP7
ENSG00000220267		ACTBP2	ACTBP8
ENSG00000266920			ACTBP9
			ACTBP10
ENSG00000188460			ACTBP11
ENSG00000233125	ACTGP5		ACTBP12
ENSG00000229001			ACTBP14
ENSG00000213857			ACTBP15
ENSG00000159251	ACTC	CMD1R	ACTC1
ENSG00000172900			ACTE1P
ENSG00000184009	ACTG		ACTG1
ENSG00000184009	DFNA20		ACTG1
ENSG00000184009	DFNA26		ACTG1
ENSG00000178631	ACTGP1		ACTG1P1
ENSG00000178631	ACT1GP1		ACTG1P1
ENSG00000229129	ACTL2		ACTG1P2
ENSG00000229129	ACTGP2		ACTG1P2
ENSG00000215388	ACTGP3		ACTG1P3
ENSG00000236085	ACTGP4		ACTG1P4
	ACTGP6		ACTG1P6
	ACTGP7		ACTG1P7
	ACTGP8		ACTG1P8
ENSG00000229349	ACTGP9		ACTG1P9
ENSG00000231340	ACTL1		ACTG1P10
ENSG00000231340	ACTGP10		ACTG1P10
ENSG00000229465			ACTG1P11
ENSG00000226642			ACTG1P12
ENSG00000241305			ACTG1P13
ENSG00000230581			ACTG1P14
ENSG00000259904			ACTG1P15
ENSG00000260298			ACTG1P16
ENSG00000259315			ACTG1P17
ENSG00000218475			ACTG1P18
ENSG00000237999			ACTG1P19
ENSG00000241547			ACTG1P20
ENSG00000232672			ACTG1P21
ENSG00000271615			ACTG1P22
ENSG00000230362			ACTG1P23
ENSG00000226359	POTENP		ACTG1P24
ENSG00000234996		AGPG	ACTG1P25
ENSG00000163017	ACTL3	ACTSG	ACTG2
ENSG00000163017	ACTA3	ACTSG	ACTG2
			ACTL4
		ACTFIB	ACTL5
ENSG00000136518		Actl6	ACTL6A
ENSG00000136518		BAF53A	ACTL6A
ENSG00000136518		Arp4	ACTL6A
ENSG00000136518		Baf53a	ACTL6A
ENSG00000136518		INO80K	ACTL6A
ENSG00000077080	ACTL6	BAF53B	ACTL6B
ENSG00000187003			ACTL7A
ENSG00000148156		Tact1	ACTL7B
ENSG00000117148		CT57	ACTL8
ENSG00000181786		MGC33407	ACTL9
ENSG00000182584	C20orf134		ACTL10
ENSG00000234667	ACTBP13		ACTL11P
ENSG00000072110			ACTN1
ENSG00000259062	C14orf84		ACTN1-DT
ENSG00000259062	ACTN1-AS1		ACTN1-DT
ENSG00000077522			ACTN2
ENSG00000248746			ACTN3
ENSG00000130402	FSGS1		ACTN4
ENSG00000213493			ACTN4P1
ENSG00000214141			ACTN4P2
ENSG00000229890			ACTP1
ENSG00000138107		ARP1	ACTR1A
ENSG00000138107		Arp1A	ACTR1A
ENSG00000233370			ACTR1AP1
ENSG00000115073	CTRN2	Arp1B	ACTR1B
ENSG00000138071		ARP2	ACTR2
ENSG00000115091		ARP3	ACTR3
		AC104653.1	ACTR3-AS1
ENSG00000133627		ARP11	ACTR3B
ENSG00000133627		ARP3beta	ACTR3B
ENSG00000270242			ACTR3BP1
ENSG00000226481		FKSG73	ACTR3BP2
ENSG00000260327			ACTR3BP3
ENSG00000249283			ACTR3BP4
ENSG00000227264			ACTR3BP5
ENSG00000280263			ACTR3BP6
ENSG00000226444			ACTR3BP7
ENSG00000106526		ARP11	ACTR3C
			ACTR3P1
ENSG00000232267			ACTR3P2
ENSG00000242573			ACTR3P3
ENSG00000101442		FLJ12785	ACTR5
ENSG00000101442		Arp5	ACTR5
ENSG00000101442		INO80M	ACTR5
ENSG00000075089		ARP6	ACTR6
ENSG00000075089		FLJ13433	ACTR6
ENSG00000248915			ACTR6P1
ENSG00000113812		INO80N	ACTR8
ENSG00000113812		ARP8	ACTR8
ENSG00000131966		HARP11	ACTR10
ENSG00000131966		ACTR11	ACTR10
ENSG00000131966		Arp11	ACTR10
ENSG00000131966		Arp10	ACTR10
ENSG00000123165		AIP1	ACTRT1
ENSG00000123165		KIAA0705	ACTRT1
ENSG00000123165		ARIP1	ACTRT1
ENSG00000123165		Arp-T1	ACTRT1
ENSG00000235239			ACTRT1P1
ENSG00000169717		Arp-T2	ACTRT2
ENSG00000169717		ARPM2	ACTRT2
ENSG00000169717		FLJ25424	ACTRT2
ENSG00000184378		ARPM1	ACTRT3
ENSG00000115170	ACVRLK2	SKR1	ACVR1
ENSG00000115170	ACVRLK2	ALK2	ACVR1
ENSG00000115170	ACVRLK2	ACVR1A	ACVR1
ENSG00000135503	ACVRLK4	ALK4	ACVR1B
ENSG00000135503	ACVRLK4	SKR2	ACVR1B
ENSG00000135503	ACVRLK4	ActRIB	ACVR1B
ENSG00000123612		ALK7	ACVR1C
ENSG00000123612		ACVRLK7	ACVR1C
ENSG00000121989	ACVR2	ACTRII	ACVR2A
ENSG00000114739		ActR-IIB	ACVR2B
ENSG00000229589			ACVR2B-AS1
ENSG00000139567	ACVRLK1	HHT2	ACVRL1
ENSG00000139567	ORW2	HHT2	ACVRL1
ENSG00000139567	ACVRLK1	ALK1	ACVRL1
ENSG00000139567	ORW2	ALK1	ACVRL1
ENSG00000139567	ACVRLK1	HHT	ACVRL1
ENSG00000139567	ORW2	HHT	ACVRL1
ENSG00000243989			ACY1
ENSG00000132744		HCBP1	ACY3
ENSG00000132744		MGC9740	ACY3
ENSG00000132744		ACY-3	ACY3
ENSG00000119640			ACYP1
ENSG00000170634			ACYP2
			AD5
ENSG00000196839		ADA1	ADA
ENSG00000093072	IDGFL	ADGF	ADA2
ENSG00000093072	CECR1	ADGF	ADA2
ENSG00000164113		Tenr	ADAD1
			ADAD1P1
ENSG00000267511			ADAD1P2
ENSG00000140955		TENRL	ADAD2
ENSG00000140955		FLJ00337	ADAD2
ENSG00000168803			ADAL
ENSG00000229186	ADAM1	FTNAP	ADAM1A
ENSG00000229186	ADAM1	PH-30a	ADAM1A
ENSG00000229186	ADAM1	Ftna	ADAM1A
ENSG00000229186	ADAM1	ADAM1P	ADAM1A
ENSG00000226469			ADAM1B
ENSG00000104755	FTNB	PH-30b	ADAM2
ENSG00000104755	FTNB	PH30	ADAM2
ENSG00000104755	FTNB	CT15	ADAM2
ENSG00000197475	CYRN1	ADAM3	ADAM3A
ENSG00000197475	CYRN1	tMDCI	ADAM3A
ENSG00000260089	CYRN2		ADAM3B
ENSG00000196115	ADAM5P	tMDCII	ADAM5
ENSG00000271968	C14orf96	tMDCIV	ADAM6
ENSG00000069206		GP-83	ADAM7
ENSG00000069206		EAPI	ADAM7
ENSG00000151651		CD156	ADAM8
ENSG00000151651		MS2	ADAM8
ENSG00000151651		CD156A	ADAM8
ENSG00000168615	CORD9	MDC9	ADAM9
ENSG00000168615	CORD9	KIAA0021	ADAM9
ENSG00000168615	CORD9	MCMP	ADAM9
ENSG00000168615	CORD9	Mltng	ADAM9
ENSG00000137845		kuz	ADAM10
ENSG00000137845		MADM	ADAM10
ENSG00000137845		HsT18717	ADAM10
ENSG00000137845		CD156C	ADAM10
ENSG00000073670	MDC		ADAM11
ENSG00000148848		MCMPMltna	ADAM12
ENSG00000148848		MLTN	ADAM12
		CAR10	ADAM12-OT1
		FLJ31066	ADAM12-OT1
ENSG00000143537		MDC15	ADAM15
ENSG00000151694	TACE	cSVP	ADAM17
ENSG00000151694	TACE	CD156B	ADAM17
ENSG00000168619		tMDCIII	ADAM18
ENSG00000168619		ADAM27	ADAM18
ENSG00000135074		MLTNB	ADAM19
ENSG00000134007			ADAM20
ENSG00000259158	C14orf55		ADAM20P1
ENSG00000248574			ADAM20P2
ENSG00000249162			ADAM20P3
ENSG00000139985		ADAM31	ADAM21
ENSG00000235812	ADAM21P		ADAM21P1
ENSG00000008277		MDC2	ADAM22
ENSG00000114948		MDC3	ADAM23
ENSG00000214607			ADAM24P
ENSG00000042980		eMDCII	ADAM28
ENSG00000042980		MDC-Lm	ADAM28
ENSG00000042980		MDC-Ls	ADAM28
ENSG00000042980		ADAM23	ADAM28
ENSG00000168594		svph1	ADAM29
ENSG00000168594		CT73	ADAM29
ENSG00000134249		svph4	ADAM30
ENSG00000197140			ADAM32
ENSG00000149451	C20orf153	DKFZp434K0521	ADAM33
ENSG00000149451	C20orf153	dJ964F7.1	ADAM33
ENSG00000134028		M12.219	ADAMDEC1
ENSG00000154734		C3-C5	ADAMTS1
ENSG00000154734		METH1	ADAMTS1
ENSG00000154734		KIAA1346	ADAMTS1
ENSG00000087116		ADAMTS-3	ADAMTS2
ENSG00000087116		hPCPNI	ADAMTS2
ENSG00000087116		PCINP	ADAMTS2
ENSG00000087116		ADAM-TS2	ADAMTS2
ENSG00000087116		NPI	ADAMTS2
ENSG00000156140		KIAA0366	ADAMTS3
ENSG00000156140		ADAMTS-4	ADAMTS3
ENSG00000158859		KIAA0688	ADAMTS4
ENSG00000158859		ADAMTS-2	ADAMTS4
ENSG00000158859		ADMP-1	ADAMTS4
ENSG00000154736		ADMP-2	ADAMTS5
ENSG00000154736		ADAMTS11	ADAMTS5
ENSG00000049192		ADAM-TS6	ADAMTS6
ENSG00000136378		ADAM-TS7	ADAMTS7
ENSG00000136378		DKFZp434H204	ADAMTS7
ENSG00000274376	ADAMTS7P2		ADAMTS7P1
ENSG00000261143			ADAMTS7P3
ENSG00000218052			ADAMTS7P4
ENSG00000134917		METH2	ADAMTS8
ENSG00000134917		FLJ41712	ADAMTS8
ENSG00000134917		ADAM-TS8	ADAMTS8
ENSG00000163638		KIAA1312	ADAMTS9
ENSG00000241158			ADAMTS9-AS1
ENSG00000241684			ADAMTS9-AS2
ENSG00000142303		ADAM-TS10	ADAMTS10
ENSG00000151388			ADAMTS12
ENSG00000160323	C9orf8	VWFCP	ADAMTS13
ENSG00000160323	C9orf8	TTP	ADAMTS13
ENSG00000160323	C9orf8	vWF-CP	ADAMTS13
ENSG00000160323	C9orf8	FLJ42993	ADAMTS13
ENSG00000160323	C9orf8	MGC118899	ADAMTS13
ENSG00000160323	C9orf8	MGC118900	ADAMTS13
ENSG00000160323	C9orf8	DKFZp434C2322	ADAMTS13
ENSG00000138316			ADAMTS14
ENSG00000166106			ADAMTS15
ENSG00000145536		ADAMTS16s	ADAMTS16
ENSG00000140470		FLJ32769	ADAMTS17
ENSG00000140470		FLJ16363	ADAMTS17
ENSG00000140873	ADAMTS21		ADAMTS18
ENSG00000145808			ADAMTS19
ENSG00000249421		RP11-346A9.1	ADAMTS19-AS1
ENSG00000173157		GON-1	ADAMTS20
ENSG00000178031	C9orf94	ADAMTSR1	ADAMTSL1
ENSG00000178031	C9orf94	FLJ35283	ADAMTSL1
ENSG00000197859		KIAA0605	ADAMTSL2
ENSG00000156218		KIAA1233	ADAMTSL3
ENSG00000156218		punctin-2	ADAMTSL3
ENSG00000143382	TSRC1	DKFZP434K1772	ADAMTSL4
ENSG00000203804	C1orf138	FLJ45786	ADAMTSL4-AS1
ENSG00000237781			ADAMTSL4-AS2
ENSG00000185761	THSD6		ADAMTSL5
ENSG00000105963	CENTA1	GCS1L	ADAP1
ENSG00000184060	CENTA2		ADAP2
ENSG00000160710	IFI4	ADAR1	ADAR
ENSG00000160710	G1P1	ADAR1	ADAR
ENSG00000197381		ADAR2	ADARB1
ENSG00000197381		DRADA2	ADARB1
ENSG00000197381		ADAR2g	ADARB1
ENSG00000197381		DRABA2	ADARB1
ENSG00000197381		RED1	ADARB1
ENSG00000197381		hRED1	ADARB1
ENSG00000197381		ADAR2a-L1	ADARB1
ENSG00000197381		ADAR2a-L2	ADARB1
ENSG00000197381		ADAR2a-L3	ADARB1
ENSG00000197381		ADAR2a	ADARB1
ENSG00000197381		ADAR2b	ADARB1
ENSG00000197381		ADAR2c	ADARB1
ENSG00000197381		ADAR2d	ADARB1
ENSG00000185736		RED2	ADARB2
ENSG00000185736		hRED2	ADARB2
ENSG00000185736		ADAR3	ADARB2
ENSG00000205696	C10orf109	bA466B20.1	ADARB2-AS1
ENSG00000205696	NCRNA00168	bA466B20.1	ADARB2-AS1
ENSG00000065457			ADAT1
ENSG00000189007	DEADC1	dJ20N2.1	ADAT2
ENSG00000189007	DEADC1	TAD2	ADAT2
ENSG00000213638		TAD3	ADAT3
ENSG00000063761		FLJ39600	ADCK1
ENSG00000133597		MGC20727	ADCK2
ENSG00000173137		FLJ35454	ADCK5
			ADCP1
ENSG00000164742	DFNB44	AC1	ADCY1
ENSG00000078295		HBAC2	ADCY2
ENSG00000078295		KIAA1060	ADCY2
ENSG00000078295		AC2	ADCY2
ENSG00000138031		AC3	ADCY3
ENSG00000129467		AC4	ADCY4
ENSG00000173175		AC5	ADCY5
ENSG00000174233		AC6	ADCY6
ENSG00000257660			ADCY6-DT
ENSG00000121281		KIAA0037	ADCY7
ENSG00000121281		AC7	ADCY7
ENSG00000155897	ADCY3	HBAC1	ADCY8
ENSG00000155897	ADCY3	AC8	ADCY8
ENSG00000162104		AC9	ADCY9
ENSG00000143199		SAC	ADCY10
ENSG00000143199		Sacy	ADCY10
ENSG00000143199		SACI	ADCY10
ENSG00000143199		HCA2	ADCY10
ENSG00000143199		RP1-313L4.2	ADCY10
ENSG00000161912			ADCY10P1
ENSG00000141433		PACAP	ADCYAP1
ENSG00000078549		PAC1	ADCYAP1R1
ENSG00000078549		PACAPR	ADCYAP1R1
ENSG00000078549		PAC1R	ADCYAP1R1
ENSG00000087274			ADD1
ENSG00000075340		ADDB	ADD2
ENSG00000148700	ADDL		ADD3
ENSG00000203876			ADD3-AS1
			ADFN
ENSG00000118492	C6orf103	FLJ23121	ADGB
ENSG00000118492	C6orf103	dJ408K24.1	ADGB
ENSG00000118492	C6orf103	CAPN16	ADGB
ENSG00000197177	GPR123	KIAA1828	ADGRA1
ENSG00000256925	GPR123-AS1		ADGRA1-AS1
ENSG00000020181	GPR124	TEM5	ADGRA2
ENSG00000020181	GPR124	DKFZp434C211	ADGRA2
ENSG00000020181	GPR124	DKFZp434J0911	ADGRA2
ENSG00000020181	GPR124	KIAA1531	ADGRA2
ENSG00000020181	GPR124	FLJ14390	ADGRA2
ENSG00000152990	GPR125	FLJ38547	ADGRA3
ENSG00000152990	GPR125	PGR21	ADGRA3
ENSG00000181790	BAI1		ADGRB1
ENSG00000121753	BAI2		ADGRB2
ENSG00000135298	BAI3	KIAA0550	ADGRB3
ENSG00000111452	GPR133	DKFZp434B1272	ADGRD1
ENSG00000111452	GPR133	PGR25	ADGRD1
ENSG00000256151		LACAT8	ADGRD1-AS1
ENSG00000180264	GPR144	PGR24	ADGRD2
ENSG00000174837	TM7LN3		ADGRE1
ENSG00000174837	EMR1		ADGRE1
ENSG00000127507	EMR2	CD312	ADGRE2
ENSG00000131355	EMR3		ADGRE3
ENSG00000268758	GPR127	PGR16	ADGRE4P
ENSG00000268758	EMR4	PGR16	ADGRE4P
ENSG00000268758	EMR4P	PGR16	ADGRE4P
ENSG00000123146	CD97	TM7LN1	ADGRE5
ENSG00000153292	GPR110	hGPCR36	ADGRF1
ENSG00000153292	GPR110	PGR19	ADGRF1
ENSG00000164393	GPR111	hGPCR35	ADGRF2
ENSG00000164393	GPR111	PGR20	ADGRF2
ENSG00000173567	GPR113	hGPCR37	ADGRF3
ENSG00000173567	GPR113	PGR23	ADGRF3
ENSG00000153294	GPR115	FLJ38076	ADGRF4
ENSG00000153294	GPR115	PGR18	ADGRF4
ENSG00000069122	GPR116	DKFZp564O1923	ADGRF5
ENSG00000069122	GPR116	KIAA0758	ADGRF5
ENSG00000225730			ADGRF5-AS1
ENSG00000227582	GPR116P1		ADGRF5P1
ENSG00000204818	GPR116P2		ADGRF5P2
ENSG00000205336	GPR56	TM7LN4	ADGRG1
ENSG00000205336	GPR56	TM7XN1	ADGRG1
ENSG00000173698	GPR64	HE6	ADGRG2
ENSG00000173698	GPR64	TM7LN2	ADGRG2
ENSG00000173698	GPR64	EDDM6	ADGRG2
ENSG00000182885	GPR97	Pb99	ADGRG3
ENSG00000182885	GPR97	PGR26	ADGRG3
ENSG00000156920	GPR112	RP1-299I16	ADGRG4
ENSG00000156920	GPR112	PGR17	ADGRG4
ENSG00000159618	GPR114	PGR27	ADGRG5
ENSG00000112414	GPR126	FLJ14937	ADGRG6
ENSG00000144820	GPR128	FLJ14454	ADGRG7
ENSG00000072071	LPHN1	KIAA0821	ADGRL1
ENSG00000072071	LPHN1	CIRL1	ADGRL1
ENSG00000072071	LPHN1	LEC2	ADGRL1
ENSG00000267169			ADGRL1-AS1
ENSG00000117114	LPHH1	KIAA0786	ADGRL2
ENSG00000117114	LPHN2	KIAA0786	ADGRL2
ENSG00000117114	LPHH1	LEC1	ADGRL2
ENSG00000117114	LPHN2	LEC1	ADGRL2
ENSG00000150471	LPHN3	KIAA0768	ADGRL3
ENSG00000150471	LPHN3	LEC3	ADGRL3
ENSG00000248692	LPHN3-AS1		ADGRL3-AS1
ENSG00000162618	ELTD1	ETL	ADGRL4
ENSG00000164199	USH2C	DKFZp761P0710	ADGRV1
ENSG00000164199	MASS1	DKFZp761P0710	ADGRV1
ENSG00000164199	GPR98	DKFZp761P0710	ADGRV1
ENSG00000164199	USH2C	KIAA0686	ADGRV1
ENSG00000164199	MASS1	KIAA0686	ADGRV1
ENSG00000164199	GPR98	KIAA0686	ADGRV1
ENSG00000164199	USH2C	FEB4	ADGRV1
ENSG00000164199	MASS1	FEB4	ADGRV1
ENSG00000164199	GPR98	FEB4	ADGRV1
ENSG00000164199	USH2C	VLGR1	ADGRV1
ENSG00000164199	MASS1	VLGR1	ADGRV1
ENSG00000164199	GPR98	VLGR1	ADGRV1
ENSG00000187758	ADH1		ADH1A
ENSG00000196616	ADH2		ADH1B
ENSG00000248144	ADH3		ADH1C
ENSG00000198099		ADH-2	ADH4
ENSG00000197894	FDH	ADH-3	ADH5
ENSG00000197894	FDH	ADHX	ADH5
ENSG00000197894	FDH	GSNOR	ADH5
		ADH-3P1	ADH5P1
ENSG00000232676			ADH5P2
ENSG00000223694			ADH5P3
ENSG00000233859	ADH5B	bA707M13.2	ADH5P4
ENSG00000234865			ADH5P5
ENSG00000172955		ADH-5	ADH6
ENSG00000196344		ADH-4	ADH7
ENSG00000147576		FLJ32430	ADHFE1
ENSG00000182551		SIPL	ADI1
ENSG00000182551		MTCBP-1	ADI1
ENSG00000182551		ARD	ADI1
ENSG00000182551		APL1	ADI1
ENSG00000182551		FLJ10913	ADI1
ENSG00000182551		HMFT1638	ADI1
ENSG00000182551		mtnD	ADI1
ENSG00000235102			ADI1P1
ENSG00000250684			ADI1P2
ENSG00000258369			ADI1P3
ENSG00000182035		MGC39724	ADIG
ENSG00000182035		SMAF1	ADIG
ENSG00000182035		RP5-1100H13.2	ADIG
ENSG00000181092	ACDC	ACRP30	ADIPOQ
ENSG00000181092	ACDC	apM1	ADIPOQ
ENSG00000181092	ACDC	GBP28	ADIPOQ
ENSG00000181092	ACDC	adiponectin	ADIPOQ
ENSG00000226482			ADIPOQ-AS1
ENSG00000159346		PAQR1	ADIPOR1
ENSG00000159346		ACDCR1	ADIPOR1
ENSG00000232497			ADIPOR1P1
ENSG00000258805			ADIPOR1P2
ENSG00000006831		PAQR2	ADIPOR2
ENSG00000006831		ACDCR2	ADIPOR2
ENSG00000148671	C10orf116	APM2	ADIRF
ENSG00000148671	C10orf116	AFRO	ADIRF
ENSG00000272734			ADIRF-AS1
ENSG00000156110		AK	ADK
ENSG00000148926		AM	ADM
ENSG00000128165		AM2	ADM2
ENSG00000128165		FLJ21135	ADM2
ENSG00000224420	C19orf76	AM5	ADM5
ENSG00000101126		KIAA0784	ADNP
ENSG00000101126		ADNP1	ADNP
ENSG00000259456			ADNP-AS1
ENSG00000101544	ZNF508	KIAA0863	ADNP2
ENSG00000181915	C10orf22	FLJ14547	ADO
ENSG00000163485		RDC7	ADORA1
ENSG00000128271	ADORA2	RDC8	ADORA2A
ENSG00000178803	C22orf45	FLJ34651	ADORA2A-AS1
ENSG00000170425			ADORA2B
ENSG00000236136	ADORA2BP		ADORA2BP1
	ADORA2L		ADORA2L1
			ADORA2L2
ENSG00000282608		AD026	ADORA3
ENSG00000282608		A3AR	ADORA3
ENSG00000159322		DKFZp434B195	ADPGK
ENSG00000159322		ADP-GK	ADPGK
ENSG00000260898			ADPGK-AS1
ENSG00000144843		ARH1	ADPRH
ENSG00000153531		ARH2	ADPRHL1
ENSG00000170222	C17orf48	MDS006	ADPRM
ENSG00000116863	ADPRHL2	ARH3	ADPRS
ENSG00000116863	ADPRHL2	FLJ20446	ADPRS
ENSG00000120907	ADRA1C	ADRA1L1	ADRA1A
ENSG00000170214			ADRA1B
ENSG00000171873		ADRA1R	ADRA1D
ENSG00000171873		ADRA1A	ADRA1D
ENSG00000171873		ADRA1	ADRA1D
ENSG00000150594	ADRA2	ADRAR	ADRA2A
ENSG00000150594	ADRA2R	ADRAR	ADRA2A
ENSG00000274286	ADRA2L1	ADRARL1	ADRA2B
ENSG00000274286	ADRA2RL1	ADRARL1	ADRA2B
ENSG00000184160	ADRA2L2	ADRARL2	ADRA2C
ENSG00000184160	ADRA2RL2	ADRARL2	ADRA2C
ENSG00000043591	ADRB1R		ADRB1
ENSG00000169252	ADRB2R	ADRBR	ADRB2
ENSG00000169252	ADRB2R	BAR	ADRB2
ENSG00000169252	ADRB2R	B2AR	ADRB2
ENSG00000188778			ADRB3
ENSG00000130706		GP110	ADRM1
ENSG00000130706		Rpn13	ADRM1
ENSG00000130706		ARM1	ADRM1
ENSG00000130706		PSMD16	ADRM1
ENSG00000239900			ADSL
ENSG00000185100	ADSSL1	FLJ38602	ADSS1
ENSG00000035687	ADSS		ADSS2
			ADT
ENSG00000111863	C6orf105	dJ413H6.1	ADTRP
ENSG00000111863	C6orf105	AIG1L	ADTRP
ENSG00000106624		ACLP	AEBP1
ENSG00000139154		MGC17922	AEBP2
ENSG00000181026	ISG20L1	FLJ12484	AEN
ENSG00000181026	ISG20L1	FLJ12562	AEN
			AF8T
			AFA
ENSG00000196526		AFAP-110	AFAP1
ENSG00000196526		AFAP	AFAP1
ENSG00000272620	AFAP1AS	MGC10981	AFAP1-AS1
ENSG00000272620	AFAP1-AS	MGC10981	AFAP1-AS1
ENSG00000157510		FLJ36748	AFAP1L1
ENSG00000169129	KIAA1914	FLJ14564	AFAP1L2
ENSG00000169129	KIAA1914	Em:AC005383.4	AFAP1L2
ENSG00000169129	KIAA1914	XB130	AFAP1L2
			AFD1
ENSG00000130396	MLLT4	AF-6	AFDN
ENSG00000130396	MLLT4	AF6	AFDN
ENSG00000198221	C6orf124	HGC6.4	AFDN-DT
ENSG00000198221	MLLT4-AS1	HGC6.4	AFDN-DT
ENSG00000198221	AFDN-AS1	HGC6.4	AFDN-DT
ENSG00000198221	C6orf124	dJ431P23.3	AFDN-DT
ENSG00000198221	MLLT4-AS1	dJ431P23.3	AFDN-DT
ENSG00000198221	AFDN-AS1	dJ431P23.3	AFDN-DT
ENSG00000172493	PBM1	AF-4	AFF1
ENSG00000172493	MLLT2	AF-4	AFF1
ENSG00000172493	PBM1	AF4	AFF1
ENSG00000172493	MLLT2	AF4	AFF1
			AFF1-AS1
ENSG00000155966	FMR2	FRAXE	AFF2
ENSG00000223516			AFF2-IT1
ENSG00000144218	LAF4	MLLT2-like	AFF3
ENSG00000072364		AF5Q31	AFF4
ENSG00000072364		MCEF	AFF4
ENSG00000272023			AFF4-DT
ENSG00000135537	LACE1	AFG1	AFG1L
ENSG00000223959	AFG3		AFG3L1P
ENSG00000223959	AFG3L1		AFG3L1P
ENSG00000141385	SCA28	SPAX5	AFG3L2
ENSG00000253606	AFG3L2P		AFG3L2P1
ENSG00000079557		ALB2	AFM
ENSG00000079557		ALBA	AFM
ENSG00000183077		DKFZp686F03259	AFMID
ENSG00000183077		KF	AFMID
ENSG00000081051	HPAFP	FETA	AFP
ENSG00000119844		MGC33965	AFTPH
ENSG00000119844		FLJ20080	AFTPH
ENSG00000119844		FLJ23793	AFTPH
ENSG00000119844		Nbla10388	AFTPH
ENSG00000260101			AFTPH-DT
ENSG00000038002		ASRG	AGA
ENSG00000157985	CENTG2	KIAA1099	AGAP1
ENSG00000157985	CENTG2	GGAP1	AGAP1
ENSG00000235529			AGAP1-IT1
ENSG00000135439	CENTG1		AGAP2
ENSG00000255737		LOC100130776	AGAP2-AS1
ENSG00000255737		PUNISHER	AGAP2-AS1
ENSG00000133612	CENTG3		AGAP3
ENSG00000188234	CTGLF1	Em:AC012044.1	AGAP4
ENSG00000188234	AGAP8	Em:AC012044.1	AGAP4
ENSG00000188234	CTGLF5	Em:AC012044.1	AGAP4
ENSG00000188234	CTGLF1	MRIP2	AGAP4
ENSG00000188234	AGAP8	MRIP2	AGAP4
ENSG00000188234	CTGLF5	MRIP2	AGAP4
ENSG00000172650	CTGLF2	Em:AC073389.1	AGAP5
ENSG00000204149	CTGLF3	bA324H6.1	AGAP6
ENSG00000264204	CTGLF4	bA109G10.1	AGAP7P
ENSG00000264204	AGAP7	bA109G10.1	AGAP7P
ENSG00000204172	CTGLF6	bA301J7.2	AGAP9
ENSG00000204172	CTGLF6	FLJ00312	AGAP9
ENSG00000230869	AGAP10	bA358L16.1	AGAP10P
ENSG00000230869	CTGLF7	bA358L16.1	AGAP10P
ENSG00000230869	CTGLF10P	bA358L16.1	AGAP10P
ENSG00000230869	AGAP10	bA144G6.2	AGAP10P
ENSG00000230869	CTGLF7	bA144G6.2	AGAP10P
ENSG00000230869	CTGLF10P	bA144G6.2	AGAP10P
ENSG00000261011		KIAA1975	AGAP11
ENSG00000265018	CTGLF12P	bA164N7.2	AGAP12P
ENSG00000243289	CTGLF9P	bA548K23.1	AGAP13P
ENSG00000279058	CTGLF11P	bA145E20.1	AGAP14P
ENSG00000279058	AGAP14	bA145E20.1	AGAP14P
ENSG00000273540		FLJ32310	AGBL1
ENSG00000273540		CCP4	AGBL1
ENSG00000260125			AGBL1-AS1
ENSG00000165923		FLJ23598	AGBL2
ENSG00000165923		CCP2	AGBL2
ENSG00000146856		MGC32955	AGBL3
ENSG00000146856		CCP3	AGBL3
ENSG00000186094		FLJ14442	AGBL4
ENSG00000186094		CCP6	AGBL4
ENSG00000230114			AGBL4-AS1
ENSG00000225623			AGBL4-IT1
ENSG00000084693		FLJ21839	AGBL5
ENSG00000084693		CCP5	AGBL5
ENSG00000231636			AGBL5-AS1
ENSG00000229122			AGBL5-IT1
ENSG00000204305		RAGE	AGER
ENSG00000204305		SCARJ1	AGER
ENSG00000204305		sRAGE	AGER
ENSG00000173744	HRB	RIP	AGFG1
ENSG00000173744	HRB	RAB	AGFG1
ENSG00000106351	HRBL	RABR	AGFG2
ENSG00000164252		VG5Q	AGGF1
ENSG00000164252		HSU84971	AGGF1
ENSG00000164252		FLJ10283	AGGF1
ENSG00000164252		GPATC7	AGGF1
ENSG00000164252		GPATCH7	AGGF1
ENSG00000214273			AGGF1P1
ENSG00000233435			AGGF1P2
ENSG00000241532			AGGF1P3
ENSG00000261689			AGGF1P4
ENSG00000260680			AGGF1P5
ENSG00000259836			AGGF1P6
ENSG00000260994			AGGF1P7
ENSG00000261752			AGGF1P8
ENSG00000260427			AGGF1P9
ENSG00000282968			AGGF1P10
ENSG00000006530	MULK	FLJ10842	AGK
ENSG00000261570			AGK-DT
ENSG00000226555		AGKY1	AGKP1
ENSG00000228819			AGKP2
ENSG00000162688		GDE	AGL
ENSG00000116771		FLJ23384	AGMAT
ENSG00000187546	TMEM195	FLJ16237	AGMO
			AGMX2
ENSG00000092847	EIF2C1	hAGO1	AGO1
ENSG00000123908	EIF2C2	hAGO2	AGO2
ENSG00000123908	CASC7	hAGO2	AGO2
ENSG00000123908	EIF2C2	Q10	AGO2
ENSG00000123908	CASC7	Q10	AGO2
ENSG00000123908	EIF2C2	LINC00980	AGO2
ENSG00000123908	CASC7	LINC00980	AGO2
ENSG00000126070	EIF2C3	hAGO3	AGO3
ENSG00000126070	EIF2C3	FLJ12765	AGO3
